id,text,StatementPositive,StatementNegative,Sycophancy,Criticism,Duty,Self-deprecation,Sacrifice,Threat,PoliteFormula,ChainReasoning,Transposition,Analogy,Information,MotivationPositive,MotivationNegative,SupernaturalPositive,SupernaturalNegative,HistoryPositive,HistoryNegative,HistoryOutcomePositive,HistoryOutcomeNegative,HistoricalExamplesPositive,HistoricalExamplesNegative,HistoricalExamplesOutcomePositive,HistoricalExamplesOutcomeNegative,Tradition,Morality,Hearsay,Proverb,Remark,Model,Book_Shi,Book_Shu,Book_Li,Book_Yi,Book_Chunqiu,Book_Lunyu,Book_Laozi,Book_Zhuangzi,Book_Fojing,Book_Uncertain,Book_History,Book_Bing,Book_Others,authoritative text,book,time_period,book_time,jian_time,num_char,outcome,ritual,law,administration,culture,personnel,military,diplomacy,economy,royal family,personal conduct,relationship,overstep authority,other,advice direction,advice taken,advice correct,persuader outcome,persuadee persuader relationship,persuader identity,persuadee identity,advice correct outcome evidence,notes,,
122,窃见诏书以立后事大，谦不自专，欲假之筹策，决疑灵神。篇籍所记，祖宗典故，未尝有也。恃神任筮，既不必当贤；就值其人，犹非德选。夫岐嶷形于自然，伣天必有异表。宜参良家，简求有德，德同以年，年钧以貌，稽之典经，断之圣虑。政令犹汗，往而不反。诏文一下，形之四方。臣职在拾遗，忧深责重，是以焦心，冒昧陈闻。,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,houhanshu,houhanshu,122.5,122.5,148,1,,,,,,,,,1,,,,,0,1,NA,unclear,king-minister,胡广、郭虔、史敞,汉顺帝,,,,
123,"臣闻""君使臣以礼，臣事君以忠""。故三公称曰冢宰，王者待以殊敬，在舆为下，御坐为起，入则参对而议政事，出则监察而董是非。汉典旧事，丞相所请，靡有不听。今之三公，虽当其名而无其实，选举诛赏，一由尚书，尚书见任，重于三公，陵迟以来，其渐久矣。臣忠心常独不安，是故临事战惧，不敢穴见有所兴造，又不敢杀意同僚，以谬平典，而谤读言日闻，罪足万死。近以地震策免司空陈褒，今者灾异，复欲切让三公。昔孝成皇帝以妖星守心，移咎丞相，使贲丽纳说方进，方进自引，卒不蒙上天之福，徒乖宋景之城。故知是非之分，较然有归矣。又尚书决事，多违故典，罪法无例，诋欺为先，文惨言丑，有乖章宪。宜责求其意，害而勿听。上顺国典，下防威福，置方员于规矩，审轻重于衡石，诚国家之典，万世之法也。",1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,houhanshu,houhanshu,122.5,122.5,325,,,,1,,,,,,,,,,,1,NA,NA,unclear,king-minister,陈忠,汉安帝,,,,
124,"臣闻微子佯狂而去殷，叔孙通背秦而归汉，彼非自疏其君，时不可也。臣何殊绝之恩，蒙值不讳之政，岂敢雷同受宠，而以戴天履地。伏惟陛下应天履祚，历值中兴，当建太平之功，而未闻致化之道。盖远者难明，请以近事征之。昔窦、邓之宠，倾动四方，兼官重绂，盈金积货，至使议弄神器，改更社稷。岂不以势尊威广，以致斯患乎？及其破坏，头颡堕地，愿为孤豚，岂可得哉！未致贵无渐失必暴，受爵非道殃必疾。今外戚宠幸，功均造化，汉元以来，未有等比。陛下诚仁恩周洽，以亲九族。然禄去公室，政移私门，覆车重寻，宁无摧折。而朝臣在位，莫肯正议，翕翕訾訾，更相佐附。臣恐威权外假，归之良难，虎翼一奋，卒不可制。故孔子曰：""吐珠于泽，谁能不含""；老子称""国之利器，不可以示人""。此最安危之极戒，社稷之深计也。夫俭德之恭，政存约节。故文帝爱百金于露台，饰帷帐于皂囊。或有讥其俭者，上曰：""朕为天下守财耳，岂得妄用之哉！""至仓谷腐而不可食，钱贯朽而不可校。今自初政已来，日月未久，费用赏赐已不可算。敛天下之财，积无功之家，帑藏单尽，民物凋伤，卒有不虞，复当重赋百姓，怨叛既生，危乱可待也。昔成王之政，周公在前，邵公在后，毕公在左，史佚在右，四子挟而维之。目见正容，耳闻正言，一日即位，天下旷然，言其法度素定也。今陛下有成王之尊而无数子之佐，虽欲崇雍熙，致太平，其可得乎？自去年已来，灾谴频数，地坼天崩，高岸为谷。修身恐惧，则转祸为福；轻慢天戒，则其害弥深。愿陛下亲自劳恤，研精致思，勉求忠贞之臣，诛远佞谄之党，损玉堂之盛，尊天爵之重，割情欲之欢，罢宴私之好。帝王图籍，陈列左右，心存亡国所以失之，鉴观兴王所以得之，庶灾害可息，丰年可招矣。",1,0,2,5,1,0,0,0,0,0,0,0,0,2,3,0,1,2,1,0,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,houhanshu,houhanshu,122.5,122.5,695,,,,,,1,,,,1,,,,,0,0,NA,unclear,king-minister,翟酺,汉安帝,书奏不省，而外戚宠臣咸畏恶之。,,,
125,臣闻周纳狄女，襄王出居于郑；汉立飞燕，成帝胤嗣泯绝。母后之重，兴废所因。宜思《关雎》之所求，远五禁之所忌。,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,houhanshu,houhanshu,122.5,122.5,53,1,,,,,,,,,1,,,,,0,1,NA,unclear,king-minister,应奉,汉桓帝,帝纳其言，竟立窦皇后。,,,
126,臣闻明主不讳讥刺之言，以探幽暗之实；忠臣不恤谏争之患，以畅万端之事。是以君臣并熙，名奋百世。臣幸得遭盛明之世，逢文、武之化，岂敢怀禄逃罪，不竭其诚！陛下初从藩国，爰登圣祚，天下逸豫，谓当中兴。自即位以来，未闻善政。梁、孙、寇、邓虽或诛灭，而常侍黄门续为祸虐，欺罔陛下，竞行谲诈，自造制度，妄爵非人，朝政日衰，奸臣日强，伏寻西京放恣王氏，佞臣执政，终丧天下。今不虑前事之失，复循覆车之轨，臣恐二世之难，必将复及，赵高之变，不朝则夕。近者奸臣牢脩，造设党议，遂收前司隶校尉李膺、太仆杜密、御史中丞陈翔、太尉掾范滂等逮考，连及数百人，旷年拘录，事无效验。臣惟膺等建忠抗节，志经王室，此诚陛下稷、禼、伊、吕之佐，而虚为奸臣贼子之所诬枉，天下寒心，海内失望。惟陛下留神澄省，时见理出，以厌人鬼喁喁之心。臣闻古之明君，必须贤佐，以成政道。今台阁近臣，尚书令陈蕃，仆射胡广，尚书朱宇、荀绲、刘祐、魏朗、刘矩、尹勋等，皆国之贞士，朝之良佐。尚书郎张陵、妫皓、苑康、杨乔、边韶、戴恢等，文质彬彬，明达国典。内外之职，群才并列。而陛下委任近习，专树饕餮，外典州郡，内干心膂。宜以次贬黜，案罪纠罚，抑夺宦官欺国之封，案其无状诬罔之罪，信任忠良，平决臧否，使邪正毁誉，各得其所，宝爱天官，唯善是授。如此，咎征可消，天应可待。间者有嘉禾、芝草、黄龙之见。夫瑞生必于嘉士，福至实由善人，在德为瑞，无德为灾。陛下所行，不合天意，不宜称庆。,2,1,2,3,1,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,houhanshu,houhanshu,122.5,122.5,604,,,,,,1,,,,,,,,,0,1,NA,unclear,king-minister,窦武,汉桓帝,,在德为瑞，无德为灾。,,
127,"""《易》称'即鹿无虞'，谚有'掩目捕雀'。夫微物尚不可欺以得志，况国之大事，其可以诈立乎？今将军总皇威，握兵要，龙骧虎步，高下在心，此犹鼓洪炉燎毛发耳。夫违经合道，无人所顺，而反委释利器，更征外助。大兵聚会，强者为雄，所谓倒持干戈，授人以柄，功必不成，秖为乱阶。",0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,houhanshu,houhanshu,122.5,122.5,131,-1,,,,,,1,,,,,,,,0,0,1,unclear,general-inferior,主簿陈琳,何进,中黄门以进头掷与尚书，曰：“何进谋反，已伏诛矣。”,,,
128,冀州虽鄙，带甲百万，谷支十年。袁绍孤客穷军，仰我鼻息，譬如婴儿在股掌之上，绝其哺乳，立可饿杀。奈何欲以州与之？,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,houhanshu,houhanshu,122.5,122.5,55,,,,,,,1,1,,,,,,,0,0,1,unclear,warlord-inferior,长史耿武、别驾闵纯、骑都尉沮授,韩馥,馥时在坐，谓见图谋，无何，如厕自杀。,,,
129,世称万人逐兔，一人获之，贪者悉止，分定故也。且年均以贤，德均则卜，古之制也。愿上惟先代成败之诫，下思逐兔分定之义。若其不改，祸始此矣。,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,houhanshu,houhanshu,122.5,122.5,67,,,,,,1,,,,1,,,,,0,1,NA,unclear,warlord-inferior,沮授,袁绍,,,,
130,礼有来学，无有往教之义。今君贱道畏贵，窃所不取。,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,houhanshu,houhanshu,122.5,122.5,24,,,,,,,,,,,1,,,,0,1,1,promoted/rewarded,teacher-student,郭宪,东海王仲子,莽问：“君来何迟？”仲子具以宪言对，莽阴奇之。及后篡位，拜宪郎中，赐以衣服。宪受衣焚之，逃于东海之滨。莽深忿恚，讨逐不知所在。,,,
131,天下初定，车驾未可以动。,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,houhanshu,houhanshu,122.5,122.5,12,-1,,,,,,1,,,,,,,,0,0,1,regret,teacher-student,郭宪,光武帝,帝叹曰：“恨不用子横之言。”,,,
132,窦将军椒房之亲，不修礼德，而专权骄恣，危亡之祸可翘足而待。愿明府一心王室，勿与交通。,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,houhanshu,houhanshu,122.5,122.5,42,-1,,,,,,,,,,,1,,,0,0,1,unclear,minister-inferior,李郃,汉中太守,行至扶风，而宪就国自杀，支党悉伏其诛，凡交通宪者，皆为免官，唯汉中太守不豫焉。,,,
133,前道险阻，贼势难量，宜且结营，先令轻骑侦视之。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,houhanshu,houhanshu,122.5,122.5,23,-1,,,,,,1,,,,,,,,0,0,1,death,minister-inferior,兵马掾严授,太守张显,显意甚锐，怒欲斩之。因复进兵，遇虏伏发，士卒悉走，唯授力战，身被十创，手杀数人而死。,,,
134,陛下有禹、汤之明，而失黄、老养性之福，愿颐爱精神，优游自宁。,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,houhanshu,houhanshu,122.5,122.5,30,,,,,,,,,,,1,,,,0,0,NA,unclear,king-prince,皇太子,光武帝,帝曰：“我自乐此，不为疲也。”虽身济大业，兢兢如不及，故能明慎政体，总揽权纲，量时度力，举无过事。,,,
135,方今贼寇始诛，王化未行，百官有司宜慎其任。夫三公上应台宿，九卿下括河海，故天工人其代之。陛下定业，虽因下江、平林之势，斯盖临时济用，不可施之既安。宜厘改制度，更延英俊，因才授爵，以匡王国。今公卿大位莫非戎陈，尚书显官皆出庸伍，资亭长、贼捕之用，而当辅佐纲维之任。唯名与器，圣人所重。今以所重加非其人，望其毗益万分，兴化致理，譬犹缘木求鱼，升山采珠。海内望此，有以窥度汉祚。臣非有憎疾以求进也，但为陛下惜此举厝。败材伤锦，所宜至虑。惟割既往廖妄之失，思隆周文济济之美。,3,2,0,1,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,houhanshu,houhanshu,122.5,122.5,233,-1,,,,,1,,,,,,,,,0,0,1,demoted/prisoned,king-minister,军帅将军豫章李淑,更始帝刘玄,更始怒，系淑诏狱。自是关中离心，四方怨叛。,,,
136,明公常欲众军整齐，今遵奉法不避，是教令所行也。,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,houhanshu,houhanshu,122.5,122.5,23,1,,1,,,,,,,,,,,,0,1,1,unclear,king-minister,主簿陈副,光武帝,,,,
137,"陛下亲劳圣思，日昊不食，忧在军役，诚欲以安定北垂，为人除患，定万世之计也。臣伏独思之，未见其便。社稷之计，万人之命，在于一举。数年以来，秋稼不熟，人食不足，仓库空虚，国无畜积。会新遭大忧，人怀恐惧。陛下躬大圣之德，履至孝之行，尽谅阴三年，听于冢宰。百姓阙然，三时不闻警跸之音，莫不怀思皇皇，若有求而不得。今乃以盛春之月，兴发军役，扰动天下，以事戎夷，诚非所以垂恩中国，改元正时，由内及外也。万民者，天之所生。天爱其所生，犹父母爱其子。一物有不得其所者，则天气为之桀错，况于人乎？故爱人者必有天报。昔太王重人命而去邠，故获上天之祐。夫戎狄者，四方之异气也。蹲夷踞肆，与鸟兽无别。若杂居中国，则错乱天气，污辱善人，是以圣王之制，羁縻不绝而已。今边境无事，宜当修仁行义，尚于无为，令家给人足，安业乐产。夫人道乂于下，则阴阳和于上，祥风时雨，覆被远方，夷狄重译而至矣。《易》曰：""有孕盈缶，终来有它吉。""言甘雨满我之缶，诚来有我而吉已。夫以德胜人者昌，以力胜人者亡。今匈奴为鲜卑所杀，远臧于史侯河西，去塞数千里，而欲乘其虚耗，利其微弱，是非义之所出也。前太仆祭肜远出塞外，卒不见一胡而兵已困矣。自山之难，不绝如綖，都护陷没，士卒死者如积，迄今被其辜毒。孤寡哀思之心未弭，仁者念之，以为累息，奈何复欲袭其迹，不顾患难乎？今始征发，而大司农调度不足，使者在道，分部督趣，上下相迫，民间之急亦已甚矣。三辅、并、凉少雨，麦根枯焦，牛死日甚，此其不合天心之效也。群僚百姓，咸曰不可，陛下独奈何以一人之计，弃万人之命，不恤其言乎？上观天心，下察人志，足以知事之得失。臣恐中国不为中国，岂徒匈奴而已哉！惟陛下留圣恩，休罢士卒，以顺天心。",2,3,1,0,0,0,0,0,0,0,0,0,2,1,3,0,2,0,0,1,1,0,0,1,1,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,houhanshu,houhanshu,122.5,122.5,707,-1,,,,,,1,,,,,,,,0,0,NA,unclear,king-minister,鲁恭,汉和帝,,,,
138,"臣伏见诏书，敬若天时，忧念万民，为崇和气，罪非殊死，且勿案验。进柔良，退贪残，奉时令。所以助仁德，顺昊天，致和气，利黎民者也。旧制至立秋乃行薄刑，自永元十五年以来，改用孟夏，而刺史、太守不深惟忧民息事之原，进良退残之化，因以盛夏征召农人，拘对考验，连滞无已。司隶典司京师，四方是则，而近于春月分行诸部，托言劳来贫人，而无隐恻之实，烦扰郡县，廉考非急，逮捕一人，罪延十数，上逆时气，下伤农业。案《易》气月《姤》用事。经曰：""后以施令诰四方。""言君以夏至之日，施命令止四方行者，所以助微阴也。行者尚止之，况于逮召考掠，夺其时哉！比年水旱伤稼，人饥流冗。今始夏，百谷权舆，阳气胎养之时。自三月以来，阴寒不暖，物当化变而不被和气。《月令》：""孟夏断薄刑，出轻系。行秋令则苦雨数来，五谷不熟。""又曰：""仲夏挺重囚，益其食。行秋令则草木零落，人伤于疫。""夫断薄刑者，谓其轻罪已正，不欲令久系，故时断之也。臣愚以为今孟夏之制，可从此令，其决狱案考，皆以立秋为断，以顺时节，育成万物，则天地以和，刑罚以清矣。",1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,houhanshu,houhanshu,122.5,122.5,446,1,,1,,,,,,,,,,,,1,1,NA,unclear,king-minister,鲁恭,汉和帝,邓太后诏公卿以下会议，恭议奏曰……后卒施行。,,,
139,玉之节义，足以感无耻之孙，激忍辱之子。不遭明时，尚当表旌庐墓，况在清听，而不加哀矜！,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,houhanshu,houhanshu,122.5,122.5,42,1,,,,,,,,,,,,,,0,1,1,promoted/rewarded,minister-inferior,申屠蟠,外黄令梁配,配善其言，乃为谳得减死论。乡人称美之。,,,
140,陛下越从藩臣，龙飞即位，天人瞩心，万邦攸赖。不急忠贤之礼，而先左右之封，伤善害德，兴长佞谀。臣闻古之明君，褒罚必以功过；末世暗主，诛赏各缘其私。今梁氏一门，宦者微孽，并带无功之绂，裂劳臣之土，其为乖滥，胡可胜言！夫有功不赏，为善失其望；奸回不诘，为恶肆其凶。故陈资斧而人靡畏，班爵位而物无劝。苟遂斯道，岂伊伤政，为乱而已，丧身亡国，可不慎哉！,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,houhanshu,houhanshu,122.5,122.5,171,,,,,,1,,,,,,,,,0,0,NA,unclear,king-minister,杜乔,汉顺帝,,,,
141,昔高祖保关中，光武据河内，皆深根固本，以制天下。进可以胜敌，退足以坚守，故虽有困败，而终济大业。将军本以兖州首事，故能平定山东，此实天下之要地，而将军之关河也。若不先定之，根本将何寄乎？宜急分讨陈宫，使虏不得西顾，乘其间而收熟麦，约食稸谷，以资一举，则吕布不足破也。今舍之而东，未见其便。多留兵则力不胜敌，少留兵则后不足因。布乘虚寇暴，震动人心，纵数城或全，其余非复己有，则将军尚安归乎？且前讨徐州，威罚实行，其子弟念父兄之耻，必人自为守。就能破之，尚不可保。彼若惧而相结，共为表里，坚壁清野，以待将军，将军攻之不拔，掠之无获，不出一旬，则十万之众未战而自困矣。夫事固有弃彼取此，以权一时之势，愿将军虑焉。,1,0,0,0,0,0,0,0,1,0,0,0,2,1,3,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,houhanshu,houhanshu,122.5,122.5,303,1,,,,,,1,,,,,,,,0,1,1,unclear,warlord-inferior,荀彧,曹操,操于是大收孰麦，复与布战。布败走，因分定诸县，兖州遂平。,,,
142,今将军将士，莫不怀瓦解之心，所以犹能相守者，顾恋其老小，而恃将军为主故耳。坚守旷日，或可使绍自退。若舍之而出，后无镇重，易京之危，可立而待也。,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,houhanshu,houhanshu,122.5,122.5,71,1,,,,,,1,,,,,,,,0,1,0,death,warlord-inferior,长史关靖,公孙瓒,关靖见瓒败，叹恨曰：“前若不止将军自行，未必不济。吾闻君子陷人于危，必同其难，岂可以独生乎！”乃策马赴绍军而死。,,,
143,今贼衆百万，百姓皆震恐，士卒无鬬志，不可敌也。观贼衆羣辈相随，军无辎重，唯以钞略为资，今不若畜士衆之力，先为固守。彼欲战不得，攻又不能，其势必离散，后选精锐，据其要害，击之可破也。,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sanguozhi,sanguozhi,250,250,90,-1,,,,,,1,,,,,,,,0,0,1,unclear,warlord-inferior,鲍信,刘岱,岱不从，遂与战，果为所杀。,,,
151,奢不僭上，俭不逼下，盖中庸之道，是故蘧伯玉耻独为君子。府君若不师孔圣之明训，而慕夷齐之末操，无乃皎然自遗于世！,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sanguozhi,sanguozhi,250,250,55,,,,,,,,,,,1,,,,0,0,NA,unclear,teacher-student,刘表,王畅,,,,
154,明公昔破袁氏，今收汉南，威名远著，军势旣大；若乘旧楚之饶，以飨吏士，抚安百姓，使安土乐业，则可不劳衆而江东稽服矣。,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sanguozhi,sanguozhi,250,250,57,-1,,,,,,1,,,,,,,,0,0,1,unclear,warlord-inferior,贾诩,曹操,太祖不从，军遂无利。,,,
155,兄弟还相攻击，是败亡之道也。,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sanguozhi,sanguozhi,250,250,14,,,,,,,,,,,,,,,0,0,1,unclear,warlord-inferior,王修,袁谭,谭不悦，然知其志节。,,,
156,昔孙卿有言：‘士不素教，甲兵不利，虽汤武不能以战胜。’今道路暴骨，民未见德，宜勑郡县掩骼埋胔，示憯怛之爱，追文王之仁。,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sanguozhi,sanguozhi,250,250,59,,,,1,,,1,,,,,,,,1,1,NA,promoted/rewarded,warlord-inferior,崔琰,袁绍,绍以为骑都尉。,,,
796,天子在许，民望助顺，不如守境述职，以宁区宇。,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sanguozhi,sanguozhi,250,250,22,,,,,,,1,,,,,,,,0,0,1,unclear,warlord-inferior,崔琰,袁绍,绍不听，遂败于官渡。,,,
157,盖闻盘于游田，书之所戒，鲁隐观鱼，春秋讥之，此周、孔之格言，二经之明义。殷鉴夏后，诗称不远，子卯不乐，礼以为忌，此又近者之得失，不可不深察也。袁族富强，公子宽放，盘游滋侈，义声不闻，哲人君子，俄有色斯之志，熊罴壮士，墯于吞噬之用，固所以拥徒百万，跨有河朔，无所容足也。今邦国殄瘁，惠康未洽，士女企踵，所思者德。况公亲御戎马，上下劳惨，世子宜遵大路，慎以行正，思经国之高略，内鉴近戒，外扬远节，深惟储副，以身为宝。而猥袭虞旅之贱服，忽驰骛而陵险，志雉兎之小娱，忘社稷之为重，斯诚有识所以恻心也。唯世子燔翳捐褶，以塞衆望，不令老臣获罪于天。,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,4,sanguozhi,sanguozhi,250,250,268,,,,,,,,,,,1,,,,0,1,NA,regret,prince-minister,崔琰,曹丕,,,,
158,近者袁绍以嫡庶不分，覆宗灭国。废立大事，非所宜闻。,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sanguozhi,sanguozhi,250,250,25,,,,,,,,,,1,,,,,1,1,NA,regret,warlord-inferior,毛玠,曹操,,,,
159,王师屡征而未有所克者，盖以吴、蜀唇齿相依，凭阻山水，有难拔之势故也。往年龙舟飘荡，隔在南岸，圣躬蹈危，臣下破胆。此时宗庙几至倾覆，为百世之戒。今又劳兵袭远，日费千金，中国虚耗，令黠虏玩威，臣窃以为不可。,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sanguozhi,sanguozhi,250,250,101,-1,,,,,,1,,,,,,,,0,0,NA,demoted/prisoned,king-minister,鲍勋,曹丕,帝益忿之，左迁勋为治书执法。,,,
